1 ; Turkey Burritos ; tortillas piled high with turkey chili \ dish in Mexican and Tex-Mex cuisine that consists of a flour tortilla with various other ingredients \ wrapped into a closed-ended cylinder that can be picked up \ medium spicy ; Mexican ; 454 grams JENNIE-O Lean Ground Turkey \ 128 grams Salsa \ 8 Flour tortillas \ 80 grams Chopped onion \ Cheese \ Salsa \ 57 grams Shredded cheddar cheese (divided) \ 425 grams HORMEL Turkey Chili No Beans \ 1 Green bell pepper (chopped) ; 1 : Cook turkey as specifed on the package. Always cook to well done, 165F as measured by a meat thermometer. Add onion and bell pepper. 2 : Stir in chili and salsa. Bring to a boil. Reduce heat. Cook 7 minutes or until thoroughly heated. Spoon turkey mixture down center of each tortilla. Top with cheese. Fold up tortilla to enclose mixture. 3 : Top with queso, pico de gallo and avocado, if desired. ; 30min ; https://images.media-allrecipes.com/userphotos/250x250/710781.jpg
12 ; Baked Tomato Bruschetta ; bruschetta bites made with natural, fresh ingredients \ winter version of the classic Italian summertime appetizer \ chopped fresh tomatoes with garlic, basil, olive oil, and vinegar, served on toasted slices of French or Italian bread ; Italian ; 1 baguette, thinly sliced \ 3 tablespoons olive oil, divided \ 4 slices Sargento Mozzarella Cheese \ 2 cups cherry tomatoes, halved \ 1 teaspoon balsamic vinegar \ 1 clove garlic, pressed \ Pinch of kosher salt \ Pinch of freshly ground black pepper \ 1/4 cup basil leaves, chiffonade ; 1 : Preheat oven to 350 degrees F. Line a baking sheet with parchment paper. 2 : Place baguette slices onto prepared baking sheet. Drizzle with 2 tablespoons olive oil. Place into oven and bake for 8-10 minutes, or until golden brown. 3 : Top each baguette slice with mozzarella cheese. Place into oven and bake for 4-6 minutes, or until cheese has melted. 4 : In a large bowl, combine tomatoes, remaining 1 tablespoon olive oil, balsamic vinegar, garlic, salt and pepper, to taste. 5 : Top each baguette slice with tomato mixture, garnished with basil. 6 : Serve immediately. ; 25min ; https://s23209.pcdn.co/wp-content/uploads/2013/09/IMG_0091edit.jpg
13 ; Shrimp Carbonara ; creamy sauce with crispy bacon and tender-juicy shrimp \ juicy shrimp in a delectable parmesan cream sauce \ shrimp cooked in an egg-free carbonara inspired sauce ; Italian ; 12 ounces bucatini* \ 4 slices bacon, diced \ 8 ounces medium shrimp, peeled, deveined and roughly chopped \ 1/2 teaspoon dried basil \ 1/2 teaspoon dried oregano \ Kosher salt and freshly ground black pepper, to taste \ 4 ounces cream cheese, cubed, 1/4 cup half and half*, or more, as needed, 1/2 cup frozen peas, 1/4 cup freshly grated Parmesan, 2 tablespoons chopped fresh parsley leaves ; 1 : In a large pot of boiling salted water, cook pasta according to package instructions, drain well. 2 : Heat a large skillet over medium high heat. Add bacon and cook until brown and crispy, about 6-8 minutes. Drain excess fat, reserving 1 tablespoon in the skillet. Transfer bacon to a paper towel-lined plate. 3 : Add garlic to the skillet and cook, stirring frequently, until fragrant, about 1-2 minutes. 4 : Season shrimp with basil, oregano, salt and pepper, to taste. Add shrimp to the skillet and cook, stirring occasionally, until pink, about 2-3 minutes. 5 : Stir in cream cheese, half and half and peas until well combined, about 1-2 minutes. If the mixture is too thick, add more half and half as needed until desired consistency is reached. 6 : Stir in pasta and bacon 7. : Serve immediately, garnished with Parmesan and parsley, if desired. ; 25min ; https://s23209.pcdn.co/wp-content/uploads/2016/02/IMG_4439edit.jpg
14 ; Cilantro Lime Chicken Thighs ; juicy and tender chicken \ crispy on the outside \ juicy on the inside bone-in chicken thighs with a golden, crispy skin ; Mexican ; 1/4 cup chopped fresh cilantro leaves \ 3 tablespoons extra virgin olive oil, divided \ 2 tablespoons freshly squeezed lime juice \ 1 tablespoon lime zest \ 2 teaspoons chili powder \ 1 teaspoon ground cumin \ 1 teaspoon kosher salt \ 1 teaspoon freshly ground black pepper \ 2 pounds boneless, skinless chicken thighs ; 1 : In a medium bowl, combine cilantro, 2 tablespoons olive oil, lime juice, lime zest, chili powder, cumin, salt and pepper. 2 : In a gallon size Ziploc bag or large bowl, combine chicken and cilantro mixture, marinate for at least 2 hours to overnight, turning the bag occasionally. Drain the chicken from the marinade. 3 : Heat remaining 1 tablespoon olive oil in a cast iron grill pan over medium-high heat.* Working in batches, add chicken to the grill pan in a single layer and cook until golden brown and cooked through, reaching an internal temperature of 165 degrees F, about 4-5 minutes per side. 4 : Serve immediately. ; 2.5 hr ; https://s23209.pcdn.co/wp-content/uploads/2019/03/Cilantro-Lime-Chicken-ThighsIMG_9169.jpg
15 ; Miso Soup With Vermicelli, Mushrooms And Tofu ; shiitake mushrooms, soft tofu, and cellophane noodles form the bulk of this soup along with green onions and delicate enoki mushrooms \ healthy and delicious soup, perfect for the chilly weather \ warm and comforting and savory, with perfect little bites of tofu ; Asian ; 4 cups vegetable stock \ 2 tablespoons soy sauce \ 1 tablespoon mirin \ 1 tablespoon sake \ Pinch of sugar \ 1 tablespoon miso paste \ 1 (12-ounce) package firm tofu, cubed \ 3 ounces shiitake mushrooms, thinly sliced \ 2 ounces enoki mushrooms \ 4 ounces vermicelli \ 2 cups baby spinach \ 1 hard boiled egg, quartered, for serving \ Red kamaboko (steamed fish cake), thinly sliced, for serving \ Togarashi (Japanese chili pepper), for serving ; 1 : Heat a large stockpot or Dutch oven over medium heat. Add vegetable stock, soy sauce, mirin, sake and sugar, whisking to combine. Bring to a boil and stir in miso paste until dissolved, about 1-2 minutes. 2 : Add tofu, mushrooms and vermicelli, reduce heat and simmer until noodles are cooked through, about 4-6 minutes. Stir in spinach until wilted, about 1 minute. 3 : Serve immediately, garnished with hard boiled egg, fish cake and Japanese chili pepper, if desired. ; 10min ; https://s23209.pcdn.co/wp-content/uploads/2013/02/IMG_3640-360x360.jpg
16 ; Instant Pot Mushroom Risotto ; rich and creamy risotto, loaded with mushrooms, spinach, peas and freshly grated Parmesan \ creamy risotto with softened mushrooms and a sprinkling of cheese \ like the traditional method but isn't time consuming and requires almost no stirring ; Italian ; 4 tablespoons unsalted butter, divided \ 3 cloves garlic, minced \ 1 onion, diced \ 8 ounces cremini mushrooms, thinly sliced \ Kosher salt and freshly ground black pepper, to taste \ 2 cups chicken broth \ 1 cup arborio rice \ 1/4 teaspoon dried thyme \ 2 cups baby spinach \ 3/4 cup frozen peas, thawed \ 1/4 cup freshly grated Parmesan ; 1 : Set a 6-qt Instant Pot® to the high saute setting. Melt 2 tablespoons butter, add garlic and onion, and cook, stirring often, until onions have become translucent, about 3-4 minutes. 2 : Add mushrooms and cook, stirring occasionally, until tender, about 3-4 minutes, season with salt and pepper, to taste. 3 : Stir in chicken broth, rice and thyme. Select manual setting, adjust pressure to high, and set time for 6 minutes. When finished cooking, quick-release pressure according to manufacturer’s directions. 4 : Stir in spinach and remaining 2 tablespoons butter until the spinach has wilted, about 2 minutes. Stir in peas and Parmesan until heated through, about 30 seconds to 1 minute. 5 : Serve immediately. ; 35min ; https://s23209.pcdn.co/wp-content/uploads/2018/03/Instant-Pot-Mushroom-and-Spinach-RisottoIMG_3922.jpg
17 ; Turkey and Spinach Veggie Lasagna ; lightened-up, skinny lasagna \ health conscious lasagna \ reduce the fat but not the flavor in creamy lasagna ; Italian ; 9 whole-wheat lasagna noodles \ 1 tablespoon olive oil \ 2 cloves garlic, minced \ 1 onion, diced \ 2 zucchinis, diced \ 1 carrot, peeled and diced \ 12 ounces ground turkey \ Kosher salt and freshly ground black pepper, to taste \ 1 (28-ounce) can crushed tomatoes \ 1 (6-ounce) can tomato paste \ 1 tablespoon Italian seasoning \ 1 (15-ounce) package reduced-fat ricotta \ 1 (10-ounce) package frozen chopped spinach, thawed and drained \ 1/4 cup freshly grated Parmesan \ 1 large egg, beaten \ 2 1/2 cups reduced-fat shredded mozzarella \ 2 tablespoons chopped fresh parsley leaves ; 1 : Preheat oven to 350 degrees F. Lightly oil a 9×13 baking dish or coat with nonstick spray. 2 : In a large pot of boiling salted water, cook lasagna noodles according to package instructions. 3 : Heat olive oil in a large skillet over medium high heat. Add garlic, onion, zucchinis and carrot. Cook, stirring occasionally, until tender, about 3-4 minutes. 4 : Stir in ground turkey and cook until turkey has browned, about 3-5 minutes, making sure to crumble the turkey as it cooks, season with salt and pepper, to taste. Drain excess fat. 5 : Stir in tomatoes, tomato paste and Italian seasoning until well combined, bring to a simmer until thickened, about 8-10 minutes. 6 : In a medium bowl, combine ricotta, spinach, Parmesan and egg, set aside. 7 : Spread 1 cup tomato mixture onto the bottom of a 9×13 baking dish, top with 3 lasagna noodles, 1/2 of the ricotta cheese mixture and 1 cup mozzarella cheese. Repeat with a second layer. Top with remaining noodles, tomato mixture and remaining 1/2 cup mozzarella cheese.* 8 : Place into oven and bake for 35-45 minutes, or until bubbling. Then broil for 2-3 minutes, or until top is browned in spots. 9 : Let cool 15 minutes. Serve, garnished with parsley, if desired. ; 1hr ; https://s23209.pcdn.co/wp-content/uploads/2017/01/Turkey-and-Spinach-Veggie-LasagnaIMG_5933.jpg
18 ; Italian Wedding Soup ; tender, juicy, chicken meatball soup \ traditionally served at Italian weddings \ served with grated Parmesan cheese ; Italian ; 2 tablespoons olive oil, divided \ 3 cloves garlic, minced \ 1 onion, diced \ 3 carrots, peeled and diced \ 2 stalks celery, diced \ 1/2 teaspoon dried thyme \ 8 cups chicken stock \ 2 bay leaves \ 1/2 cup uncooked acini di pepe pasta \ 1 sprig rosemary \ 3 cups baby spinach, chopped \ 1 tablespoon freshly squeezed lemon juice \ 2 tablespoons chopped fresh parsley leaves \ Kosher salt and freshly ground black pepper, to taste \ 1/4 cup freshly grated Parmesan \ FOR THE CHICKEN MEATBALLS \ 1/2 pound ground chicken \ 1/2 pound chicken sausage, casing removed \ 1/3 cup Panko \ 1/4 cup freshly grated Parmesan \ 1 large egg \ 1/2 teaspoon dried oregano \ 1/2 teaspoon dried basil \ 1/2 teaspoon dried parsley \ 1/4 teaspoon garlic powder \ Kosher salt and freshly ground black pepper, to taste ; 1 : In a large bowl, combine ground chicken, chicken sausage, Panko, Parmesan, egg, oregano, basil, parsley and garlic powder, season with salt and pepper, to taste. Using a wooden spoon or clean hands, stir until well combined. Roll the mixture into 3/4-to-1-inch meatballs, forming about 25-30 meatballs. 2 : Heat 1 tablespoon olive oil in a large stockpot or Dutch oven over medium heat. Add meatballs, in batches, and cook until all sides are browned, about 2-3 minutes. Transfer to a paper towel-lined plate, set aside. 3 : Add remaining 1 tablespoon olive oil to the stockpot. Add garlic, onion, carrots and celery. Cook, stirring occasionally, until tender, about 3-4 minutes. Stir in thyme until fragrant, about 1 minute. 4 : Whisk in chicken stock and bay leaves, bring to a boil. Stir in acini di pepe, rosemary and meatballs, reduce heat and simmer until pasta is tender and meatballs are cooked through, about 9-12 minutes. 5 : Stir in spinach, lemon juice and parsley until spinach has wilted, about 2 minutes, season with salt and pepper, to taste. 6 : Serve immediately, garnished with Parmesan, if desired. ; 40min ; https://s23209.pcdn.co/wp-content/uploads/2018/07/Italian-Wedding-SoupIMG_5757.jpg
19 ; Italian Baked Eggs ; marinara cheesy baked eggs \ somewhere between a baked frittata and pastaless lasagna \ cooked in a tomato sauce ; Italian ; 1 cup marinara sauce \ 4 large eggs \ 1/4 cup fat free or lowfat milk \ 1/4 cup shredded gruyere cheese \ 2 tablespoons freshly grated Parmesan \ Kosher salt and freshly ground black pepper, to taste \ 1/4 cup basil leaves, chiffonade ; 1 : Preheat oven to 425 degrees F. Lightly oil two 10-ounce ramekins or coat with nonstick spray. 2 : Divide marinara sauce evenly into the ramekins. Top with eggs, milk, gruyere and Parmesan, season with salt and pepper, to taste. 3 : Place into oven and bake until egg whites are cooked through, about 10 minutes. 4 : Serve immediately, garnished with basil leaves, if desired. ; 15min ; https://s23209.pcdn.co/wp-content/uploads/2013/11/IMG_6368edit.jpg
20 ; Italian Meatball Sandwiches ; toasted hoagie bun filled with meatballs and topped with melted mozzarella \ meatballs in tomato sauce with melted cheese on a lightly toasted barguette \ flavorful tomato sauce and mildly spiced meatballs make a hearty sandwich filling ; Italian ; 1 1/2 pounds ground beef \ 1 shallot, diced \ 2 cloves garlic, minced \ 1 tablespoon chopped fresh parsley leaves \ 3/4 cup Italian bread crumbs \ 1/4 cup grated Parmesan \ 1 large egg \ 1 tablespoon olive oil \ 4 demi baguettes, toasted, for serving \ 4 ounces mozzarella, sliced \ FOR THE MARINARA \ 1 (28-ounce) can tomato sauce \ 1/2 teaspoon basil \ 1/4 teaspoon garlic powder \ 1/4 teaspoon red pepper flakes \ Pinch of sugar, optional ; 1 : Preheat oven to 450 degrees F. 2 : In a large bowl, combine ground beef, shallot, garlic, parsley, bread crumbs, Parmesan and egg. Using a wooden spoon or clean hands, stir until well combined. Roll mixture into 1 1/4-to-1 1/2-inch meatballs, forming about 18-20 meatballs. 3 : Heat olive oil in a large skillet over medium high heat. Add meatballs, in batches, and cook until all sides are browned, about 4-5 minutes. Transfer to a paper towel-lined plate. 4 : In a small bowl, whisk together tomato sauce, basil, garlic powder, red pepper flakes and sugar, if using. 5 : Reduce heat to low and add tomato sauce and meatballs to the skillet, simmering until the sauce has thickened, about 10-15 minutes. 6 : To assemble the sandwich, place 3-4 meatballs and a spoonful of marinara into each baguette. Top with sliced mozzarella and place into oven and bake until the cheese has melted, about 5 minutes. 7 : Serve immediately. ; 45min ; https://s23209.pcdn.co/wp-content/uploads/2012/08/IMG_4459.jpg
21 ; Asian Garlic Noodles ; Asian noodle stir-fry \ noodles with garlic, butter, Parmesan cheese and Asian sauces \ charred noodles tossed with a rich, savory, gingery, garlicky sauce ; Chinese ; 8 ounces spaghetti \ 12 ounces medium shrimp, peeled and deveined \ 1 tablespoon olive oil \ 8 ounces cremini mushrooms, sliced \ 1 red bell pepper, diced \ 2 zucchinis, diced \ 1 carrot, grated \ 2 tablespoons chopped fresh cilantro leaves \ FOR THE SAUCE \ 1/3 cup reduced sodium soy sauce \ 3 cloves, garlic, minced \ 2 tablespoons brown sugar, packed \ 1 tablespoon sambal oelek (ground fresh chile paste), or more, to taste* \ 1 tablespoon oyster sauce \ 1 tablespoon freshly grated ginger \ 1 teaspoon sesame oil ; 1 : In a small bowl, whisk together soy sauce, garlic, brown sugar, sambal oelek, oyster sauce, ginger and sesame oil, set aside. 2 : In a large pot of boiling salted water, cook pasta according to package instructions, drain well. 3 : Heat olive oil in a large skillet over medium high heat. Add shrimp and 2 tablespoons soy sauce mixture, and cook, stirring occasionally, until pink, about 2-3 minutes, set aside. 4 : Stir in mushrooms, bell pepper, zucchinis and carrot to the skillet. Cook, stirring frequently, until tender, about 3-4 minutes. Stir in spaghetti, shrimp and remaining soy sauce mixture until well combined, about 2-3 minutes. 5 : Serve immediately, garnished with cilantro, if desired. ; 30min ; https://s23209.pcdn.co/wp-content/uploads/2015/12/IMG_0304edit_preview.jpg
22 ; Korean Army Stew (Budae Jjigae) ; rich spicy broth made with aromatics, ground meat, and noodles, topped with sausage, veggies and runny egg yolks \ easy one-pot meal that requires very little prep and fast to make. ; Korean ; 1 tablespoon peanut oil (or vegetable oil) \ 1/2 lb (225 g) ground beef (ground chicken or turkey works as well \ 3 green onions , chopped \ 2 cloves garlic , minced \ 1 cup kimchi \ 2 tablespoons Gochujang spicy Korean chili paste \ 4 cups chicken stock \ 2 tablespoons dry sherry (or rice wine) \ 1 tablespoon soy sauce \ 1 tablespoon sugar \ 1 (1 lbs / 450 g) block tofu , cubed \ 1/2 lb (225 g) white mushrooms , sliced \ 1/2 lb (225 g) sausage of your choice and/or Spam , sliced (I used both) \ 2 heads baby bok choy , quartered (or 2 cups thinly sliced cabbage) \ 2 packs (6 oz. / 170 g) instant noodles \ 2 eggs (Optional) ; 1 : Heat oil in a 4-quart (3.78-litedutch oven (or heavy poover medium-high heat until hot. Add the ground meat. Cook and break apart the meat with your spatula, until the meat is mostly cooked through and the surface is lightly charred. 2 : Add the green onions, garlic, and kimchi. Stir and cook for 1 minute. 3 : Add the Gochujang. Stir and cook to coat everything well, 30 minutes or so. 4 : Pour in the chicken stock and use your spatula to scrape the brown bits off the bottom of the pot. Add the dry sherry, soy sauce, sugar, tofu, and mushrooms. Turn to medium or medium-low heat. Simmer, covered, until the mushrooms are cooked, 5 minutes or so. 5 : Add the sausage and Spam. Cook for another 5 minutes. 6 : Add the baby bok choy, Instant noodles, and eggs. Cook covered until the noodles turn tender and the veggies are cooked. 7 : Serve hot as a main dish. ; 20min ; https://omnivorescookbook.com/wp-content/uploads/2019/05/1403_Korean-Army-Stew-Budae-Jjigae_550-300x300.jpg
23 ; Pineapple Fried Rice ; fried rice with pineapple \ combination of sweet, caramelized pineapple with Thai spices \ quick stir-fry with Thai-inspired ingredients like jasmine rice, curry, fish sauce, red bell pepper, pineapple, peas, and shrimp ; Chinese ; 3 tablespoons soy sauce \ 1 tablespoon sesame oil \ 1/2 teaspoon ginger powder \ 1/4 teaspoon white pepper \ 2 tablespoons olive oil \ 2 cloves garlic, minced \ 1 onion, diced \ 2 carrots, peeled and grated \ 1/2 cup frozen corn \ 1/2 cup frozen peas \ 3 cups cooked brown rice \ 2 cups diced pineapple, canned or fresh \ 1/2 cup diced ham \ 2 green onions, sliced ; 1 : In a small bowl, whisk together soy sauce, sesame oil, ginger powder and white pepper, set aside. 2 : Heat olive oil in a large skillet or wok over medium high heat. Add garlic and onion to the skillet, and cook, stirring often, until onions have become translucent, about 3-4 minutes. Stir in carrots, corn and peas, and cook, stirring constantly, until vegetables are tender, about 3-4 minutes. 3 : Stir in rice, pineapple, ham, green onions and soy sauce mixture. Cook, stirring constantly, until heated through, about 2 minutes. 4 : Serve immediately. ; 30min ; https://s23209.pcdn.co/wp-content/uploads/2014/06/IMG_2682edit-2.jpg
24 ; Chinese Orange Chicken ; orange chicken \ bite-sized pieces of chicken that are fried to golden brown perfection, and coated in the most amazing sweet and sticky sauce \ lean chicken breast stir-fried and simmered in a sweet and tangy orange sauce ; Chinese ; 1 1/2 pounds boneless, skinless chicken breasts, cut into 1-inch chunks \ 1 cup plus 2 tablespoons cornstarch, divided \ 2 large eggs, beaten \ 1 cup vegetable oil \ 1/2 teaspoon sesame seeds \ 1 green onion, thinly sliced \ FOR THE MARINADE \ 1 cup chicken broth \ 1/2 cup freshly squeezed orange juice \ 1/2 cup sugar \ 1/3 cup distilled white vinegar \ 1/4 cup soy sauce \ 2 cloves garlic, minced \ 1 tablespoon orange zest \ 1 teaspoon Sriracha, or more, to taste \ 1/4 teaspoon ground ginger \ 1/4 teaspoon white pepper ; 1 : To make the marinade, whisk together chicken broth, orange juice, sugar, vinegar, soy sauce, garlic, orange zest, Sriracha, ginger and white pepper in a large bowl. 2 : In a gallon size Ziploc bag or large bowl, combine chicken and 2/3 cup of the marinade, marinate for at least 30 minutes, turning the bag occasionally. Drain the chicken from the marinade, discarding the marinade. 3 : Heat remaining marinade in a medium saucepan over medium heat. Bring to a boil and stir in 2 tablespoons cornstarch combined with 2 tablespoons water. Cook, stirring frequently, until thickened about 1-2 minutes, keep warm. 4 : Working one at a time, dip the chicken into the eggs, then dredge in remaining 1 cup cornstarch, pressing to coat. 5 : Heat vegetable oil in a large saucepan. Working in batches, add chicken and fry until golden brown and cooked through, about 1-2 minutes. Transfer to a paper towel-lined plate, discard excess oil. 6 : Serve chicken immediately, tossed or drizzled with the marinade, garnished with sesame seeds and green onion, if desired. ; 50min ; https://s23209.pcdn.co/wp-content/uploads/2013/10/IMG_4019edit1.jpg
25 ; Chinese Chicken Salad ; healthy salad with Chinese chicken \ made with cabbage, carrots, green onions and chicken, finished with sesame seeds \ fresh, crisp, and crunchy \ mix of juicy shredded chicken, fried wontons, mixed greens, and sesame vinaigrette ; Chinese ; 2 boneless, skinless chicken breasts \ 2 tablespoons soy sauce \ 1 teaspoon sesame oil \ 1/4 teaspoon white pepper \ 4 cups chopped romaine lettuce \ 1 cup shredded red cabbage \ 1/3 cup grated carrots \ 1/4 cup shelled edamame \ 1 green onion, thinly sliced \ 1/4 cup chow mein noodles, for serving \ 1/4 cup sliced almonds, for serving \ FOR THE SESAME VINAIGRETTE \ 1/4 cup plus 2 tablespoons rice wine vinegar \ 1 clove garlic, pressed \ 1 tablespoon sesame oil \ 1 tablespoon sugar \ 1 teaspoon freshly grated ginger \ 1 teaspoon soy sauce ; 1 : Preheat oven to 350 degrees F. 2 : To make the vinaigrette, whisk together rice wine vinegar, garlic, sesame oil, sugar, ginger and soy sauce in a small bowl, set aside. 3 : In a gallon size Ziploc bag or large bowl, combine chicken, soy sauce, sesame oil and white pepper, marinate for at least 30 minutes, turning the bag occasionally. 4 : Add chicken and marinade to a baking dish. Place into oven and bake until cooked through and juices run clear, about 13-15 minutes. Let cool before dicing into bite-size pieces. 5 : To assemble the salad, place romaine lettuce in a large bowl, top with red cabbage, carrots, edamame, green onion and chicken. Pour sesame vinaigrette on top of the salad and gently toss to combine. 6 : Serve immediately, topped with chow mein noodles and almonds, if desired. ; 55min ; https://s23209.pcdn.co/wp-content/uploads/2014/08/Chinese-Chicken-Salad.jpg
26 ; Chinese Beef with Broccoli ; homemade beef with broccoli \ tender, juicy beef and broccoli smothered in a special glossy sauce \ combination of sweet, savory and spicy in the easy beef and broccoli ; Chinese ; 1 tablespoon cornstarch, divided \ 2 tablespoons soy sauce, divided \ 1 teaspoon sugar, divided \ 4 tablespoons plus 1 1/2 teaspoons peanut oil, divided \ 1/2 pound flank steak, thinly sliced against the grain \ 1 1/2 teaspoons oyster sauce \ 2/3 cups low-sodium chicken broth \ 1/2 teaspoon fresh ginger, peeled and minced  \ 1/2 head broccoli, cut into florets (I used about 1 cup of baby broccoli) \ 1 small onion, halved and sliced 1/2 inch thick \ 1 clove garlic, minced \ Cooked white rice, for serving ; 1 : In a large bowl, whisk together 1/2 tablespoon (1 1/2 teaspoons) cornstarch, 1 1/2 tablespoons (4 1/2 teaspoons) soy sauce, 1/2 teaspoon sugar and 1/2 tablespoon (1 1/2 teaspoons) peanut oil. Add the steak and toss to coat, refrigerate until ready to cook. 2 : In a small bowl, whisk together remaining 1/2 tablespoon (1 1/2 teaspoons) cornstarch, 1/2 tablespoon (1 1/2 teaspoons) soy sauce, oyster sauce and chicken broth, set aside. 3 : Heat 1 tablespoon peanut oil over high heat in a medium saucepan. Add the ginger, broccoli and remaining 1/2 teaspoon sugar and stir-fry for 3 to 4 minutes, transfer to a plate. 4 : Heat 1 more tablespoon peanut oil in the saucepan. Add the onion and stir-fry for 2 to 3 minutes, transfer to a plate. (I wanted the onions to be more caramelized and tender so I stir-fried them for a bit longer, about 7 minutes.) 5 : Heat remaining 2 tablespoons peanut oil in the saucepan and reduce heat to medium high. Add the garlic and steak and stir-fry 1 minute. 6 : Whisk the sauce mixture and add to saucepan, simmer for 1 minute. 7 : Add the broccoli and onion. 8 : Stir until well combined and cook until meat is cooked through, about 3-4 minutes. 9 : Serve with rice, if desired. ; 30min ; http://media.tumblr.com/tumblr_lo1wp1pMhT1qhhgsz.jpg
27 ; Easy Chow Mein ; crispy noodles with bok chy, mushrooms, and bean sprouts \ made with noodles, vegetables, chicken, and a simple chow mein sauce \ less greasy than Chinese takeout ; Chinese ; 1/4 cup oyster sauce \ 1 tablespoon soy sauce \ 3 cloves garlic, minced \ 2 teaspoons freshly grated ginger \ 1 teaspoon Sriracha \ 1 (16-ounce) package Hong Kong-style pan-fried noodles \ Kosher salt and freshly ground black pepper, to taste \ 2 tablespoons canola oil \ 1 (3.5-ounce) package shiitake mushrooms \ 4 baby bok choy, coarsely chopped \ 1 cup mung bean sprouts, rinsed and drained ; 1 : In a small bowl, whisk together oyster sauce, soy sauce, garlic, ginger and Sriracha, set aside. 2 : Heat 1 tablespoon canola oil in a large skillet or wok over medium high heat. Add noodles and cook, stirring constantly, until golden brown and crispy, about 3-4 minutes, set aside. 3 : Heat remaining 1 tablespoon canola oil in the skillet. Add mushrooms, and cook, stirring often, until tender, about 3-4 minutes. Stir in bok choy until just wilted, about 1 minute. 4 : Stir in noodles and oyster sauce mixture until well combined, about 2 minutes. Stir in bean sprouts. 5 : Serve immediately. ; 30min ; https://s23209.pcdn.co/wp-content/uploads/2019/05/Easy-Chow-MeinIMG_9789.jpg
28 ; Korean Beef Bulgogi ; Korean thin slices of BBQ beef \ mildly sweet, savory, smoky, juicy and tender beef \ thin-sliced meat ; Korean ; 1 1/2 pounds boneless rib eye steak \ 1/2 small pear, peeled and coarsely grated \ 1/4 cup reduced sodium soy sauce \ 2 tablespoons light brown sugar \ 2 tablespoons toasted sesame oil \ 3 cloves garlic, minced \ 1 tablespoon freshly grated ginger \ 1 tablespoon gochujang (Korean red pepper paste) \ 2 tablespoons vegetable oil, divided \ 2 green onions, thinly sliced \ 1 teaspoon toasted sesame seeds ; 1 : Wrap steak in plastic wrap, and place in the freezer for 30 minutes. Unwrap and slice across the grain into 1/4-inch thick slices. 2 : In a medium bowl, combine pear, soy sauce, brown sugar, sesame oil, garlic, ginger and gochujang. In a gallon size Ziploc bag, combine soy sauce mixture and steak, marinate for at least 2 hours to overnight, turning the bag occasionally. 3 : Heat 1 tablespoon vegetable oil in a cast iron grill pan over medium-high heat.* Working in batches, add steak to the grill pan in a single layer and cook, flipping once, until charred and cooked through, about 2-3 minutes per side. Repeat with remaining 1 tablespoon vegetable oil and steak. 4 : Serve immediately, garnished with green onions and sesame seeds, if desired. ; 3hr ; https://s23209.pcdn.co/wp-content/uploads/2019/04/Korean-Beef-BulgogiIMG_9253.jpg
29 ; Korean Beef Tacos ; tacos filled with Korean beef, caramelized kimchi and Sriracha mayo \ gingery, garlicky, flavore-loaded beef \ Korean beef with cruncky cabbage slaw and Sriracha dressing tucked in a warm tortilla ; Korean ; FOR THE KOREAN BEEF \ 2 tablespoons brown sugar \ 2 tablespoons reduced sodium soy sauce \ 1 teaspoon sesame oil \ 1/4 teaspoon crushed red-pepper flakes \ Pinch of ground ginger \ 2 teaspoons vegetable oil \ 2 cloves garlic, minced \ 8 ounces ground beef \ FOR THE KIMCHI \ 2 teaspoons sesame oil \ 1 cup chopped kimchi \ 1 teaspoon sugar \ FOR THE SRIRACHA MAYONNAISE \ 1/4 cup mayonnaise \ 1 tablespoon Sriracha \ 2 teaspoons freshly squeezed lime juice \ FOR THE TACOS \ 12 mini flour tortillas \ 1/4 cup diced red onion \ 2 tablespoons chopped fresh cilantro leaves \ 1/4 teaspoon sesame seeds ; 1 : FOR THE KOREAN BEEF: In a small bowl, whisk together brown sugar, soy sauce, sesame oil, red pepper flakes and ginger. 2 : Heat vegetable oil in a large skillet over medium high heat. Add garlic and cook, stirring constantly, until fragrant, about 1 minute. Add ground beef and cook until browned, about 3-5 minutes, making sure to crumble the beef as it cooks, drain excess fat. 3 : Stir in soy sauce mixture until well combined, allowing to simmer until heated through, about 2 minutes, set aside. 4 : FOR THE KIMCHI: Heat sesame oil in small skillet over medium high heat. Add kimchi and sugar, and cook, stirring constantly, until caramelized and heated through, about 3-5 minutes, set aside. 5 : FOR THE SRIRACHA MAYONNAISE: In a small bowl, whisk together mayonnaise, Sriracha and lime juice, set aside. 6 : FOR THE TACOS: Serve ground beef mixture in tortillas, topped with kimchi, red onion, cilantro and sesame seeds, drizzled with Sriracha mayonnaise. ; 35min ; https://s23209.pcdn.co/wp-content/uploads/2018/10/Korean-Beef-TacosIMG_6959.jpg
